state,district,year,suicide_count,rainfall_mm,yield_kg_ha,debt_per_farmer,msp_gap_percent,insurance_coverage_percent,crop_failure_percent,risk_level
Karnataka,Nagaur,2022,66,384,4595,155179,28,12,21,Medium
Telangana,Yavatmal,2018,5,954,1643,175614,40,66,4,Low
Karnataka,Sangrur,2021,143,1607,4428,74078,13,6,67,High
Andhra Pradesh,Yavatmal,2018,48,634,3573,180061,27,17,16,Medium
Rajasthan,Bidar,2020,70,1660,4810,168480,28,52,49,Medium
Karnataka,Nagaur,2021,38,676,3290,293136,21,35,10,Low
Karnataka,Nagaur,2019,26,1481,3721,192352,31,62,27,Low
Andhra Pradesh,Sangrur,2021,120,450,2382,65183,48,51,79,High
Maharashtra,Sangrur,2017,118,1223,4711,212414,20,51,63,High
Punjab,Warangal,2019,106,1372,4970,214943,9,64,66,High
Telangana,Yavatmal,2019,29,346,2611,61657,35,26,17,Low
Telangana,Sangrur,2022,5,1306,1353,82788,32,81,29,Low
Punjab,Kurnool,2016,5,1156,1176,47813,49,65,21,Low
Andhra Pradesh,Warangal,2018,129,451,4231,196746,36,63,75,High
Maharashtra,Kurnool,2022,5,1462,3293,37882,46,85,10,Low
Telangana,Sangrur,2016,67,1326,2594,205234,42,6,17,Medium
Telangana,Nagaur,2021,97,1314,2633,207367,13,6,34,High
Rajasthan,Warangal,2020,135,397,1278,216283,46,69,79,High
Karnataka,Kurnool,2019,64,994,2262,280105,11,89,50,Medium
Telangana,Bidar,2016,77,1559,4362,278870,42,82,55,Medium
Rajasthan,Warangal,2021,24,1466,1614,195961,6,64,24,Low
Punjab,Sangrur,2019,141,811,4141,280527,6,63,73,High
Rajasthan,Sangrur,2017,136,377,4663,285311,38,84,78,High
Maharashtra,Nagaur,2021,82,397,2006,53238,37,39,52,Medium
Andhra Pradesh,Bidar,2018,123,651,1043,225895,14,27,48,High
Maharashtra,Sangrur,2016,83,561,3559,191334,43,16,31,Medium
Andhra Pradesh,Yavatmal,2015,139,565,3355,212730,18,7,57,High
Telangana,Nagaur,2016,40,1658,2423,175271,40,31,17,Low
Maharashtra,Warangal,2020,169,993,3912,182945,40,9,69,High
Maharashtra,Yavatmal,2021,129,1463,4933,93128,32,47,77,High
Karnataka,Nagaur,2020,89,573,2562,174199,10,79,69,Medium
Rajasthan,Sangrur,2021,162,1184,1757,284572,37,5,54,High
Karnataka,Warangal,2016,67,1620,2799,111823,34,50,52,Medium
Andhra Pradesh,Bidar,2019,64,1412,4305,179671,43,65,44,Medium
Rajasthan,Bidar,2018,83,859,4273,228878,48,15,25,Medium
Rajasthan,Warangal,2019,82,1357,2018,213635,11,66,57,Medium
Andhra Pradesh,Kurnool,2018,104,1456,3891,166659,41,64,65,High
Rajasthan,Bidar,2016,83,1384,3505,222460,24,68,57,Medium
Rajasthan,Bidar,2018,30,784,1076,180018,41,52,19,Low
Karnataka,Yavatmal,2016,115,1363,3737,51788,46,33,66,High
Karnataka,Kurnool,2021,104,391,2002,288415,43,64,51,High
Maharashtra,Nagaur,2016,5,767,2193,106031,47,77,19,Low
Andhra Pradesh,Yavatmal,2020,119,874,2177,139822,35,39,67,High
Andhra Pradesh,Kurnool,2020,5,1247,4200,73937,11,79,11,Low
Telangana,Kurnool,2022,5,1353,3461,156822,41,88,22,Low
Maharashtra,Kurnool,2019,118,848,3293,229269,39,42,60,High
Telangana,Sangrur,2019,48,686,3736,154628,42,34,22,Medium
Telangana,Sangrur,2016,59,851,1678,296842,12,58,27,Medium
Telangana,Nagaur,2021,45,316,1217,46211,14,23,30,Medium
Maharashtra,Nagaur,2022,99,1486,2842,159350,31,14,43,High
Rajasthan,Nagaur,2019,98,1656,4329,37826,42,6,51,High
Telangana,Nagaur,2021,145,433,3267,181714,15,12,57,High
Karnataka,Sangrur,2017,126,1795,3047,291360,40,75,69,High
Rajasthan,Nagaur,2016,156,1247,4329,170401,17,22,76,High
Rajasthan,Bidar,2020,5,464,3324,60976,8,62,1,Low
Rajasthan,Bidar,2018,33,1322,4590,211298,7,54,26,Low
Rajasthan,Yavatmal,2017,66,663,2078,285019,21,42,30,Medium
Rajasthan,Kurnool,2017,138,917,1358,281197,15,67,79,High
Andhra Pradesh,Sangrur,2022,19,1363,3815,102076,47,21,15,Low
Punjab,Sangrur,2019,140,1366,3673,286349,17,34,57,High
Rajasthan,Yavatmal,2017,5,1261,1093,58370,43,41,3,Low
Maharashtra,Nagaur,2020,95,825,3239,221157,6,47,53,High
Karnataka,Yavatmal,2022,5,502,4057,198382,5,83,4,Low
Telangana,Yavatmal,2017,57,477,2686,129132,7,21,22,Medium
Punjab,Sangrur,2018,88,1690,1928,172121,6,43,46,Medium
Punjab,Warangal,2021,155,1074,4436,251481,13,10,57,High
Rajasthan,Warangal,2020,68,895,2589,211613,31,88,59,Medium
Rajasthan,Yavatmal,2020,142,693,1305,259905,20,56,69,High
Andhra Pradesh,Warangal,2021,5,651,3857,89596,17,85,15,Low
Telangana,Yavatmal,2019,7,1417,3154,102981,14,79,38,Low
Rajasthan,Kurnool,2021,8,1655,1518,187889,5,66,18,Low
Punjab,Nagaur,2017,51,534,4140,141201,12,82,55,Medium
Karnataka,Bidar,2022,57,1437,2111,221595,27,20,16,Medium
Rajasthan,Nagaur,2021,16,1708,4378,163993,29,50,21,Low
Rajasthan,Kurnool,2021,108,1079,1836,270125,13,48,52,High
Punjab,Bidar,2020,23,309,1301,290025,41,56,13,Low
Maharashtra,Kurnool,2022,175,1227,1010,238976,9,10,74,High
Rajasthan,Kurnool,2016,38,1404,2946,87858,33,70,49,Low
Maharashtra,Kurnool,2016,57,1516,1955,244521,8,18,18,Medium
Karnataka,Kurnool,2020,60,1787,1188,299275,26,74,42,Medium
Andhra Pradesh,Bidar,2017,129,575,1363,162737,11,53,76,High
Punjab,Nagaur,2016,5,384,2731,56866,25,53,2,Low
Punjab,Warangal,2020,61,1284,4709,201361,36,55,42,Medium
Karnataka,Warangal,2018,97,1499,4435,180279,9,15,42,High
Punjab,Bidar,2018,46,446,4759,87782,36,50,36,Medium
Maharashtra,Yavatmal,2018,71,1438,1327,293717,18,6,9,Medium
Andhra Pradesh,Yavatmal,2017,62,1394,3598,187481,21,67,46,Medium
Telangana,Warangal,2020,36,1203,2631,51629,23,28,24,Low
Maharashtra,Warangal,2015,19,1154,2015,250079,22,68,16,Low
Telangana,Nagaur,2021,101,1347,2084,164966,24,44,58,High
Maharashtra,Bidar,2019,81,452,3143,193380,14,64,51,Medium
Karnataka,Warangal,2022,92,1023,4834,226370,19,74,61,Medium
Rajasthan,Kurnool,2017,144,1651,3651,182834,6,57,78,High
Andhra Pradesh,Kurnool,2020,96,814,4520,220862,24,38,50,High
Karnataka,Sangrur,2016,120,1711,2807,114661,37,13,57,High
Rajasthan,Warangal,2016,35,571,4207,87942,40,7,15,Low
Karnataka,Yavatmal,2021,146,1558,2154,242637,49,21,58,High
Karnataka,Nagaur,2016,115,1335,2543,284031,45,38,46,High
Andhra Pradesh,Kurnool,2018,90,928,2713,201754,17,53,50,Medium
Telangana,Nagaur,2016,5,1405,4709,45430,14,83,11,Low
Punjab,Kurnool,2021,26,1757,4320,229336,21,66,25,Low
Karnataka,Sangrur,2015,7,314,4112,138484,20,64,22,Low
Andhra Pradesh,Nagaur,2016,179,799,1208,207284,37,9,71,High
Maharashtra,Nagaur,2016,27,938,2228,123481,15,30,21,Low
Rajasthan,Sangrur,2018,42,764,1975,77672,46,9,14,Medium
Telangana,Warangal,2022,43,1539,3734,127083,13,7,9,Medium
Telangana,Sangrur,2022,5,431,1392,191778,39,78,12,Low
Rajasthan,Yavatmal,2016,5,451,4968,42366,12,86,16,Low
Rajasthan,Kurnool,2019,50,1697,2075,248735,11,31,13,Medium
Karnataka,Warangal,2019,137,560,1742,134992,8,30,68,High
Andhra Pradesh,Nagaur,2018,81,401,4257,143570,29,76,61,Medium
Maharashtra,Yavatmal,2015,5,1655,4960,88936,37,67,12,Low
Andhra Pradesh,Sangrur,2017,123,1171,1834,90656,29,49,74,High
Punjab,Kurnool,2020,5,913,4021,231961,10,78,6,Low
Punjab,Bidar,2018,171,1417,4894,265603,41,20,70,High
Andhra Pradesh,Kurnool,2021,5,702,2409,100793,16,50,19,Low
Andhra Pradesh,Sangrur,2021,87,761,4884,78500,38,6,44,Medium
Punjab,Warangal,2018,157,838,4887,209037,11,31,71,High
Karnataka,Nagaur,2016,103,972,3911,254121,29,18,38,High
Telangana,Warangal,2020,116,637,1265,31378,44,27,65,High
Karnataka,Kurnool,2018,67,1252,4274,210940,29,24,25,Medium
Andhra Pradesh,Bidar,2021,75,1056,4392,240511,32,25,30,Medium
Maharashtra,Nagaur,2017,49,1352,4330,223209,37,79,45,Medium
Maharashtra,Yavatmal,2021,19,1663,1307,163823,43,44,13,Low
Karnataka,Yavatmal,2019,103,793,1958,48405,24,30,59,High
Andhra Pradesh,Warangal,2016,118,1060,1931,89269,11,35,72,High
Rajasthan,Kurnool,2015,102,1530,1646,275954,34,82,68,High
Punjab,Kurnool,2015,5,1334,2753,46705,32,64,10,Low
Andhra Pradesh,Kurnool,2021,51,391,4877,114256,15,49,44,Medium
Andhra Pradesh,Bidar,2017,5,773,2934,79421,27,58,8,Low
Telangana,Warangal,2020,118,1164,1923,51169,42,34,73,High
Rajasthan,Warangal,2015,111,1319,3479,165915,9,73,78,High
Andhra Pradesh,Bidar,2017,5,1588,1734,110684,13,63,13,Low
Telangana,Warangal,2016,38,827,4163,221735,23,10,4,Low
Rajasthan,Sangrur,2019,18,1360,2416,105324,39,51,21,Low
Rajasthan,Bidar,2017,73,464,4084,240042,5,53,35,Medium
Andhra Pradesh,Warangal,2020,154,915,1743,113872,33,20,78,High
Rajasthan,Kurnool,2018,57,1537,3919,155074,29,71,53,Medium
Punjab,Yavatmal,2021,115,1670,2193,173361,10,50,66,High
Karnataka,Yavatmal,2022,106,889,1201,48409,16,53,78,High
Punjab,Kurnool,2021,112,792,4504,106347,8,45,67,High
Telangana,Warangal,2016,15,514,3672,159120,40,85,34,Low
Andhra Pradesh,Sangrur,2018,130,851,4724,273551,15,42,57,High
Andhra Pradesh,Warangal,2016,98,584,1721,70194,33,60,72,High
Telangana,Warangal,2015,5,899,4440,153919,21,75,10,Low
Rajasthan,Nagaur,2020,5,1561,3069,191503,30,80,19,Low
Maharashtra,Kurnool,2019,89,1408,2570,136500,16,11,41,Medium
Karnataka,Yavatmal,2020,5,1111,1837,101997,14,77,20,Low
Punjab,Kurnool,2022,5,627,3285,100775,35,84,28,Low
Telangana,Sangrur,2016,33,1474,4869,231943,32,83,33,Low
Maharashtra,Nagaur,2019,91,461,1041,283107,14,55,45,Medium
Rajasthan,Yavatmal,2019,146,422,3700,209096,25,5,58,High
Andhra Pradesh,Nagaur,2021,62,1592,4564,159814,25,10,20,Medium
Karnataka,Yavatmal,2018,152,1718,4699,284559,15,60,79,High
Punjab,Bidar,2015,38,1678,2682,96024,35,85,50,Low
Karnataka,Kurnool,2016,50,949,1647,235180,30,38,19,Medium
Punjab,Bidar,2022,76,708,1791,49374,24,73,67,Medium
Andhra Pradesh,Yavatmal,2019,5,822,3213,37826,43,21,13,Low
Maharashtra,Yavatmal,2018,5,664,1224,119059,6,72,16,Low
Karnataka,Bidar,2015,40,512,4350,279972,6,71,26,Low
Telangana,Warangal,2015,49,1436,2983,143827,8,27,25,Medium
Maharashtra,Warangal,2021,117,1415,3516,297418,19,85,69,High
Karnataka,Bidar,2017,74,1572,4047,52487,28,23,39,Medium
Punjab,Nagaur,2015,27,1222,2311,130804,48,37,19,Low
Karnataka,Sangrur,2017,30,1014,3761,212387,9,59,25,Low
Andhra Pradesh,Yavatmal,2018,37,1283,4559,298210,27,37,8,Low
Andhra Pradesh,Kurnool,2020,98,596,3377,58941,28,66,75,High
Rajasthan,Sangrur,2019,136,1376,1495,196835,34,11,54,High
Telangana,Bidar,2017,125,1261,3714,113026,33,15,55,High
Telangana,Kurnool,2016,62,753,3314,288554,18,64,36,Medium
Karnataka,Yavatmal,2015,147,1174,2595,200899,26,8,56,High
Maharashtra,Bidar,2022,118,969,4147,221506,41,66,68,High
Telangana,Warangal,2018,76,1185,2014,129772,25,14,30,Medium
Telangana,Kurnool,2020,152,750,2116,144183,33,14,69,High
Telangana,Bidar,2016,5,1486,3993,282669,16,89,16,Low
Andhra Pradesh,Sangrur,2018,80,1708,4264,158789,19,88,67,Medium
Karnataka,Sangrur,2022,83,815,2056,65500,21,54,63,Medium
Rajasthan,Warangal,2018,131,1674,2346,174499,17,25,64,High
Andhra Pradesh,Warangal,2019,106,943,1478,239263,37,41,53,High
Karnataka,Sangrur,2015,33,1766,2842,260435,19,64,18,Low
Andhra Pradesh,Yavatmal,2018,55,467,4840,184898,27,30,29,Medium
Punjab,Nagaur,2022,162,1597,2729,188459,31,10,70,High
Karnataka,Nagaur,2022,49,737,3004,42011,22,27,36,Medium
Maharashtra,Kurnool,2018,101,432,4345,238974,39,69,63,High
Karnataka,Yavatmal,2022,57,1687,4303,191383,34,42,35,Medium
Rajasthan,Nagaur,2018,117,1616,2108,227292,33,45,56,High
Telangana,Yavatmal,2020,126,1795,2932,245799,42,35,53,High
Karnataka,Bidar,2017,66,1336,1875,135812,33,49,46,Medium
Andhra Pradesh,Nagaur,2016,103,396,3726,74739,39,12,52,High
Karnataka,Bidar,2021,93,847,3949,81965,26,74,73,High
Rajasthan,Sangrur,2020,5,573,1523,179301,31,51,1,Low
Punjab,Kurnool,2015,75,1416,1450,273083,32,43,37,Medium
Karnataka,Sangrur,2020,5,1352,1088,33468,48,58,19,Low
Telangana,Warangal,2017,95,400,1106,82136,39,80,76,High
Telangana,Yavatmal,2016,36,457,1327,33816,17,74,54,Low
Telangana,Kurnool,2020,34,1430,1240,294626,32,68,21,Low
Maharashtra,Kurnool,2021,42,868,2654,106964,33,68,48,Medium
Rajasthan,Warangal,2021,164,524,2283,209586,36,8,65,High
Andhra Pradesh,Yavatmal,2018,5,1766,1348,46328,35,75,13,Low
Karnataka,Yavatmal,2021,32,445,3226,189947,47,63,30,Low
Telangana,Warangal,2021,133,1660,3954,135850,6,27,63,High
Rajasthan,Kurnool,2016,28,1207,2183,219674,9,75,33,Low
Rajasthan,Kurnool,2017,151,1483,2855,137809,46,12,66,High
Andhra Pradesh,Nagaur,2019,57,545,2346,281818,20,77,35,Medium
Punjab,Nagaur,2016,58,1106,2033,213557,6,42,33,Medium
Telangana,Kurnool,2017,35,856,2685,247578,8,21,5,Low
Andhra Pradesh,Nagaur,2016,93,306,4568,215542,31,23,41,High
Rajasthan,Warangal,2017,122,1542,3565,103836,35,29,66,High
Maharashtra,Yavatmal,2019,59,513,3115,143398,38,75,50,Medium
Punjab,Kurnool,2016,117,1715,1987,180651,48,66,76,High
Punjab,Kurnool,2020,5,1239,3924,125660,33,63,15,Low
Telangana,Yavatmal,2018,12,383,3424,74344,16,42,17,Low
Punjab,Yavatmal,2017,23,1773,1949,198151,28,84,31,Low
Punjab,Bidar,2017,47,1763,1616,45740,18,49,43,Medium
Rajasthan,Sangrur,2015,12,325,1082,71132,43,49,26,Low
Punjab,Nagaur,2018,121,1518,1524,262460,17,5,40,High
Telangana,Bidar,2015,5,1176,4903,66516,18,79,25,Low
Karnataka,Bidar,2018,5,1237,4886,155811,48,45,3,Low
Telangana,Yavatmal,2021,43,389,3432,107774,15,11,12,Medium
Karnataka,Nagaur,2020,117,1518,3921,277860,30,36,45,High
Andhra Pradesh,Sangrur,2020,44,1568,4220,163915,20,52,28,Medium
Karnataka,Warangal,2018,5,725,3401,202781,44,74,3,Low
Karnataka,Warangal,2017,124,1246,2559,233679,39,17,43,High
Punjab,Warangal,2016,30,367,4930,71787,29,8,17,Low
Karnataka,Nagaur,2019,40,1441,4723,107093,21,62,40,Low
Punjab,Kurnool,2019,126,1541,1435,158840,25,64,75,High
Karnataka,Kurnool,2016,149,914,1335,195432,33,5,59,High
Karnataka,Nagaur,2016,94,1623,3223,205848,15,19,35,High
Andhra Pradesh,Warangal,2019,112,333,1677,230043,8,9,40,High
Andhra Pradesh,Warangal,2017,122,834,3247,96036,15,54,74,High
Telangana,Warangal,2018,5,1779,1338,295711,25,86,9,Low
Karnataka,Bidar,2016,20,372,2160,70785,15,17,9,Low
Telangana,Yavatmal,2021,5,1082,1504,154453,15,56,7,Low
Andhra Pradesh,Sangrur,2016,27,1088,2435,150973,6,33,18,Low
Andhra Pradesh,Kurnool,2022,53,1369,2675,280156,36,22,13,Medium
Rajasthan,Nagaur,2016,156,880,2265,196823,18,32,72,High
Punjab,Kurnool,2018,125,1384,3662,215736,21,53,63,High
Rajasthan,Nagaur,2019,5,1188,4596,37907,49,57,17,Low
Rajasthan,Yavatmal,2017,34,1391,4451,261626,46,76,28,Low
Karnataka,Nagaur,2015,5,1036,4822,117157,40,88,33,Low
Punjab,Sangrur,2021,5,1792,2641,70770,18,83,33,Low
Rajasthan,Bidar,2021,110,1114,1802,254182,16,55,59,High
Rajasthan,Yavatmal,2022,121,1122,1221,242151,48,53,60,High
Andhra Pradesh,Nagaur,2020,5,897,3951,48982,7,61,10,Low
Rajasthan,Nagaur,2020,82,366,3752,172432,23,66,57,Medium
Telangana,Kurnool,2022,93,1211,3418,230755,24,45,48,High
Andhra Pradesh,Warangal,2022,48,920,3151,30599,33,50,47,Medium
Punjab,Bidar,2019,108,394,1268,136276,47,38,55,High
Andhra Pradesh,Warangal,2020,48,1510,4953,236899,44,23,12,Medium
Andhra Pradesh,Warangal,2017,143,1018,2167,296220,11,51,67,High
Karnataka,Kurnool,2018,95,1757,1802,96038,25,59,66,High
Rajasthan,Warangal,2015,80,1562,1623,136052,28,53,55,Medium
Karnataka,Warangal,2017,52,1398,4169,152140,40,70,48,Medium
Karnataka,Bidar,2018,63,814,4152,55960,36,12,30,Medium
Maharashtra,Sangrur,2015,62,1105,4214,87773,30,82,67,Medium
Maharashtra,Kurnool,2020,30,1738,2997,92759,14,77,46,Low
Punjab,Yavatmal,2016,41,1167,1419,224225,44,7,7,Medium
Rajasthan,Kurnool,2019,160,1582,4164,269394,19,25,62,High
Telangana,Warangal,2019,103,1464,4022,249058,43,71,58,High
Maharashtra,Yavatmal,2015,5,310,1256,32991,14,85,30,Low
Maharashtra,Sangrur,2020,5,1760,3552,268625,36,80,6,Low
Andhra Pradesh,Nagaur,2017,16,946,4884,198620,25,69,19,Low
Rajasthan,Kurnool,2017,114,1535,1355,259014,35,55,63,High
Telangana,Kurnool,2020,54,1650,4616,279699,48,11,2,Medium
Karnataka,Yavatmal,2020,57,1097,1981,89739,37,30,35,Medium
Telangana,Bidar,2019,74,660,2310,113394,37,55,58,Medium
Punjab,Kurnool,2022,93,1104,3623,136898,41,89,78,High
Andhra Pradesh,Kurnool,2021,5,1171,2725,269948,23,79,2,Low
Rajasthan,Kurnool,2015,40,1758,4460,227949,34,66,27,Low
Maharashtra,Warangal,2015,5,1769,3659,256685,20,58,5,Low
Maharashtra,Yavatmal,2018,66,703,1592,185091,32,89,63,Medium
Rajasthan,Kurnool,2016,71,497,3306,105440,46,28,44,Medium
Maharashtra,Sangrur,2020,74,1615,1206,101656,42,48,47,Medium
Karnataka,Nagaur,2022,49,643,2772,237663,17,26,17,Medium
Andhra Pradesh,Bidar,2020,120,992,2360,254400,37,43,54,High
Andhra Pradesh,Warangal,2017,174,1657,2020,264572,31,31,72,High
Maharashtra,Kurnool,2017,87,1636,4176,200954,35,46,48,Medium
Karnataka,Warangal,2017,10,1615,3113,59402,21,24,8,Low
Karnataka,Yavatmal,2016,37,424,2537,60027,36,76,51,Low
Punjab,Nagaur,2016,57,1114,4101,255335,46,8,11,Medium
Andhra Pradesh,Yavatmal,2016,127,1207,1532,297204,11,68,68,High
Rajasthan,Bidar,2018,5,1190,3493,35589,33,77,12,Low
Karnataka,Bidar,2022,40,1438,3499,211366,33,18,9,Low
Maharashtra,Bidar,2021,56,444,2091,210923,7,29,21,Medium
Rajasthan,Bidar,2022,66,300,4756,265437,11,14,15,Medium
Punjab,Nagaur,2019,73,1154,4212,114688,17,16,29,Medium
Telangana,Sangrur,2021,37,332,1809,213950,8,69,32,Low
Rajasthan,Kurnool,2017,5,333,1454,82460,24,57,12,Low
Rajasthan,Bidar,2022,25,595,1151,205326,8,47,17,Low
Punjab,Nagaur,2021,76,666,1480,96107,40,81,73,Medium
Maharashtra,Yavatmal,2016,138,593,1170,297295,11,50,61,High
Maharashtra,Nagaur,2016,37,1584,3029,281061,26,62,22,Low
Maharashtra,Nagaur,2015,60,533,2398,130131,35,32,35,Medium
Rajasthan,Nagaur,2018,99,1278,1636,213761,19,65,65,High
Karnataka,Warangal,2021,5,341,2509,86492,43,69,22,Low
Rajasthan,Nagaur,2019,64,1054,1089,282985,17,11,8,Medium
Punjab,Sangrur,2021,26,1157,2899,148792,42,17,7,Low
Maharashtra,Bidar,2021,59,989,2782,82290,45,33,37,Medium
Telangana,Yavatmal,2017,37,1564,3502,64533,10,22,19,Low
Punjab,Yavatmal,2017,64,537,4317,211808,32,42,28,Medium
Karnataka,Warangal,2021,173,591,2642,250758,6,14,70,High
Andhra Pradesh,Kurnool,2021,23,1671,1277,172305,24,37,15,Low
Maharashtra,Yavatmal,2016,77,890,2572,169322,28,79,63,Medium
Rajasthan,Nagaur,2021,54,1786,2572,216668,18,47,33,Medium
Telangana,Sangrur,2017,91,395,4326,285223,42,22,28,Medium
Telangana,Yavatmal,2017,5,720,3171,78296,49,38,13,Low
Karnataka,Yavatmal,2021,133,602,2188,206604,48,9,52,High
Punjab,Nagaur,2022,63,1564,4177,239826,49,53,35,Medium
Telangana,Warangal,2019,113,936,4398,181898,41,64,74,High
Rajasthan,Kurnool,2016,26,963,2041,252236,15,22,4,Low
Rajasthan,Warangal,2022,126,341,4231,119851,8,24,67,High
Rajasthan,Yavatmal,2021,150,379,4002,158227,10,44,77,High
Telangana,Kurnool,2016,25,1296,4883,61712,46,33,19,Low
Telangana,Warangal,2021,52,635,2924,280736,16,49,21,Medium
Andhra Pradesh,Nagaur,2020,31,874,1220,116842,34,86,52,Low
Andhra Pradesh,Bidar,2017,138,1734,4483,233243,35,19,53,High
Rajasthan,Warangal,2018,65,1302,4984,112209,10,40,39,Medium
Maharashtra,Sangrur,2022,5,358,1777,32566,14,80,12,Low
Rajasthan,Sangrur,2022,92,414,1985,52129,30,65,69,Medium
Andhra Pradesh,Nagaur,2016,82,1497,3499,119179,5,81,67,Medium
Maharashtra,Bidar,2016,145,315,4028,203196,48,40,72,High
Punjab,Warangal,2022,130,375,4859,153793,16,29,60,High
Punjab,Nagaur,2018,58,665,4617,32700,42,16,36,Medium
Andhra Pradesh,Sangrur,2022,44,1414,1114,258510,6,86,42,Medium
Rajasthan,Warangal,2017,71,1451,2805,127585,41,77,65,Medium
Maharashtra,Sangrur,2020,6,1173,1466,135858,12,47,9,Low
Telangana,Sangrur,2019,82,667,3105,143944,49,52,50,Medium
Telangana,Sangrur,2015,131,402,1845,143056,46,19,61,High
Telangana,Kurnool,2020,76,905,4321,94398,27,47,50,Medium
Punjab,Kurnool,2017,127,1789,2319,93560,26,15,62,High
Punjab,Bidar,2018,65,1743,3962,223320,22,50,36,Medium
Rajasthan,Warangal,2020,17,552,3522,112095,41,79,36,Low
Rajasthan,Sangrur,2017,53,357,2360,33413,38,88,72,Medium
Andhra Pradesh,Kurnool,2020,42,956,3503,210882,9,27,14,Medium
Andhra Pradesh,Nagaur,2019,49,1354,4242,76557,38,40,35,Medium
Telangana,Kurnool,2018,44,425,4758,153141,32,34,27,Medium
Telangana,Sangrur,2021,38,1367,1654,109837,42,36,29,Low
Maharashtra,Sangrur,2017,159,1748,2591,139877,20,22,77,High
Karnataka,Yavatmal,2019,123,1589,3181,278271,29,8,34,High
Karnataka,Warangal,2018,129,1165,1203,168043,6,40,70,High
Telangana,Warangal,2019,85,379,4690,131163,23,53,58,Medium
Rajasthan,Bidar,2020,150,1311,3283,129124,33,27,77,High
Rajasthan,Bidar,2018,29,1077,2276,132757,19,13,13,Low
Karnataka,Sangrur,2020,14,1652,2395,41774,29,75,36,Low
Karnataka,Nagaur,2018,126,1669,1018,204447,7,23,53,High
Rajasthan,Kurnool,2021,5,864,1368,147537,35,64,11,Low
Rajasthan,Sangrur,2021,7,860,2887,161616,48,83,27,Low
Andhra Pradesh,Bidar,2022,29,969,1257,244062,31,75,27,Low
Karnataka,Sangrur,2017,12,821,4192,235600,18,41,8,Low
Maharashtra,Bidar,2020,31,383,3193,154908,47,82,40,Low
Andhra Pradesh,Bidar,2017,70,868,3394,177863,9,46,43,Medium
Maharashtra,Nagaur,2018,27,1774,3950,52612,35,77,45,Low
Andhra Pradesh,Bidar,2022,96,1524,1328,70615,34,66,71,High
Rajasthan,Kurnool,2015,5,659,2401,93872,20,85,31,Low
Andhra Pradesh,Nagaur,2021,175,1571,1481,199271,31,6,74,High
Punjab,Kurnool,2018,118,538,2420,208512,25,27,50,High
Rajasthan,Bidar,2018,136,1616,1797,251916,27,38,64,High
Andhra Pradesh,Bidar,2016,69,431,2857,208295,31,37,32,Medium
Andhra Pradesh,Nagaur,2019,69,1287,4650,100459,40,53,51,Medium
Telangana,Yavatmal,2016,137,340,4428,97696,49,42,78,High
Rajasthan,Warangal,2016,126,1132,1063,229307,45,46,60,High
Karnataka,Sangrur,2018,39,1627,2990,279416,12,29,7,Low
Karnataka,Warangal,2020,62,842,2547,109486,6,16,27,Medium
Andhra Pradesh,Yavatmal,2016,42,1336,1948,95123,5,53,35,Medium
Punjab,Sangrur,2016,111,973,1725,44559,33,50,75,High
Andhra Pradesh,Sangrur,2019,48,495,2345,153297,47,9,9,Medium
Andhra Pradesh,Bidar,2018,34,775,2617,250595,18,52,19,Low
Karnataka,Nagaur,2021,40,1301,2603,219608,17,37,15,Low
Punjab,Warangal,2016,144,868,1198,213456,11,9,57,High
Rajasthan,Yavatmal,2022,119,583,4565,225619,11,44,59,High
Telangana,Sangrur,2016,17,433,2654,171257,41,37,9,Low
Telangana,Sangrur,2021,133,1211,1039,189270,36,40,65,High
Andhra Pradesh,Kurnool,2017,135,773,1684,43348,27,5,66,High
Telangana,Warangal,2021,102,916,2988,195127,38,53,58,High
Karnataka,Sangrur,2019,124,669,2459,111119,39,38,69,High
Telangana,Warangal,2022,76,1019,4390,260481,29,62,48,Medium
Telangana,Kurnool,2016,77,1424,2753,290462,18,33,30,Medium
Telangana,Sangrur,2022,138,1573,2675,146558,42,28,65,High
Rajasthan,Kurnool,2022,48,1514,1774,241945,45,70,40,Medium
Telangana,Nagaur,2021,123,973,4334,187400,20,26,53,High
Andhra Pradesh,Warangal,2019,27,1189,2378,184837,39,48,15,Low
Telangana,Kurnool,2019,109,1626,1330,237796,31,35,44,High
Rajasthan,Yavatmal,2019,5,362,1127,195391,39,66,9,Low
Punjab,Kurnool,2017,5,693,3739,221883,12,66,3,Low
Punjab,Sangrur,2022,133,1029,4692,38086,14,22,76,High
Maharashtra,Sangrur,2016,5,686,3621,216950,8,65,8,Low
Andhra Pradesh,Warangal,2017,5,737,2586,178010,40,70,15,Low
Maharashtra,Yavatmal,2022,60,1243,1472,76642,38,8,27,Medium
Rajasthan,Kurnool,2019,145,957,1956,251443,5,54,70,High
Telangana,Nagaur,2017,194,1483,4081,270209,45,16,74,High
Rajasthan,Nagaur,2015,58,1203,3102,264573,47,35,16,Medium
Rajasthan,Nagaur,2019,118,887,1417,165442,9,67,77,High
Rajasthan,Kurnool,2016,136,1782,3902,182350,48,49,72,High
Andhra Pradesh,Bidar,2019,55,438,1860,142451,40,83,59,Medium
Punjab,Kurnool,2019,139,1197,2285,141248,9,6,58,High
Andhra Pradesh,Yavatmal,2018,106,468,1659,132599,5,60,70,High
Punjab,Warangal,2021,57,931,4204,97963,30,20,31,Medium
